X,Y,OBJECTID,SH,RS,RP,siteRef,lane,type,percentHeavy,equipmentCurrent,description,region,acceptedDays,AADT5yearsAgo,AADT4yearsAgo,AADT3yearsAgo,AADT2yearsAgo,AADT1yearAgo,siteType
1820791.8374,5531049.816,1149,3,471,0.790000021457672,00300472,Both,Non-Continuous,6.2,Dual Loop,Rangitikei St Overbridge ( Nth of Tremaine Avenue),08 - Manawatu-Wanganui,29,22619,22524,23104,23470,23000,Regional Non-Continuous
1821145.9943,5530500.6973,1150,3,471,1.50999999046326,00300473,Both,Continuous,2.4,Dual Loop,Rangitikei St ( Nth of Kawau Stream Bridge),08 - Manawatu-Wanganui,359,21543,22843,23021,23422,21130,Regional Continuous
1821699.2131,5529880.5776,1151,3,471,2.53999996185303,00300474,Both,Non-Continuous,2,Dual Loop,Grey St,08 - Manawatu-Wanganui,28,11019,11075,11465,11842,12126,Regional Non-Continuous
1825162.0771,5531310.3573,1152,3,474,3.49000000953674,00300477,Both,Non-Continuous,2.8,Dual Loop,Between Sutton Place and Roberts Line,08 - Manawatu-Wanganui,28,12288,11697,11216,12164,10770,Regional Non-Continuous
1825922.284,5531529.5027,1153,3,474,4.36999988555908,00300478,Both,Non-Continuous,4.7,Dual Loop,Between Roberts Line and James Line,08 - Manawatu-Wanganui,28,11316,10233,9731,10721,9490,Regional Non-Continuous
1827199.584,5532441.9185,1154,3,474,5.96999979019165,00300480,Both,Non-Continuous,5.3,Dual Loop,Between James Line and Stoney Creek Rd,08 - Manawatu-Wanganui,28,10520,9468,9514,9935,8622,Regional Non-Continuous
1829202.1163,5533412.4385,1155,3,474,8.21000003814697,00300482,Both,Non-Continuous,5.6,Dual Loop,Te Matai Rd,08 - Manawatu-Wanganui,28,9296,8474,8349,8443,7723,Regional Non-Continuous
1834240.6184,5534886.4455,1156,3,474,14.0500001907349,00300488,Both,Non-Continuous,7.8,Dual Loop,Ashhurst ,08 - Manawatu-Wanganui,28,7362,3384,2142,2137,2090,Regional Non-Continuous
1823019.5659,5530120.7826,1157,3,474,1.01999998092651,00310475,Inc,Non-Continuous,2.7,Dual Loop,708 Main St (West of Ruahine St) - Inc,08 - Manawatu-Wanganui,28,8609,8694,9149,9160,8561,Regional Non-Continuous
1823695.723,5530514.9678,1158,3,474,1.79999995231628,00310476,Inc,Continuous,2.2,Dual Loop,847 Main St ( East of Fitzroy St) - Inc,08 - Manawatu-Wanganui,365,11231,11433,11805,11652,10657,Regional Continuous
1823019.5659,5530120.7826,1159,3,474,1.01999998092651,00320475,Dec,Non-Continuous,2.7,Dual Loop,708 Main St (West of Ruahine St) - Dec,08 - Manawatu-Wanganui,28,6701,7246,6829,6671,6225,Regional Non-Continuous
1823695.723,5530514.9678,1160,3,474,1.79999995231628,00320476,Dec,Continuous,2.4,Dual Loop,847 Main St ( East of Fitzroy St) - Dec,08 - Manawatu-Wanganui,365,10316,10378,10484,10357,9476,Regional Continuous
1793535.1769,5714535.8645,1161,4,35,9.27000045776367,00400044,Both,Non-Continuous,15.5,Dual Loop,Mangatupoto,08 - Manawatu-Wanganui,28,1717,1888,1889,1853,1636,Regional Non-Continuous
1793903.3155,5697607.7546,1162,4,61,4.19999980926514,00400065,Both,Continuous,17.1,Dual Loop,Okaihae Rd,08 - Manawatu-Wanganui,365,2093,2198,2223,2183,1985,Regional Continuous
1798958.0453,5693891.2687,1163,4,70,3.45000004768372,00400073,Both,Continuous,10,Dual Loop,Matapuna,08 - Manawatu-Wanganui,365,4278,4831,4921,4476,4193,Regional Continuous
1805892.115,5682240.6496,1164,4,77,12.9099998474121,00400090,Both,Non-Continuous,11.9,Dual Loop,Owhango,08 - Manawatu-Wanganui,28,2159,2083,2354,2376,1965,Regional Non-Continuous
1807444.5209,5661724.0978,1165,4,94,18.9400005340576,00400113,Both,Non-Continuous,14,Dual Loop,Raurimu,08 - Manawatu-Wanganui,28,1672,1702,1932,1850,1631,Regional Non-Continuous
1804045.7776,5641918.5197,1166,4,127,8.36999988555908,00400133,Both,National,16,Telemetry,HOROPITO - Telemetry Site 37,08 - Manawatu-Wanganui,356,2101,2154,2433,2237,2135,Telemetry
1798479.3208,5638457.087,1167,4,140,2.28999996185303,00400142,Both,Non-Continuous,20.4,Dual Loop,Waimarino,08 - Manawatu-Wanganui,28,1064,998,1095,950,950,Regional Non-Continuous
1797185.4867,5619902.3965,1168,4,158,5,00400163,Both,Non-Continuous,9.3,Dual Loop,Ore Ore,08 - Manawatu-Wanganui,33,1062,991,1067,999,903,Regional Non-Continuous
1799769.4685,5602640.1304,1169,4,188,0.270000010728836,00400188,Both,Non-Continuous,21.5,Dual Loop,SH4 @ Kakatahi - Nth of Lakes Hill Depot,08 - Manawatu-Wanganui,28,1068,1001,1093,921,959,Regional Non-Continuous
1785280.0315,5588555.942,1170,4,206,12.1300001144409,00400218,Both,Non-Continuous,25.7,Dual Loop,Aberfeldie,08 - Manawatu-Wanganui,28,1181,1233,1325,1214,1214,Regional Non-Continuous
1780586.9273,5583977.3218,1171,4,223,3.63000011444092,00400226,Both,National,16.3,Telemetry,UPOKONGARO - Telemetry Site 28,08 - Manawatu-Wanganui,7,2051,2130,1970,,2478,Telemetry
1776948.3835,5581144.517,1172,4,223,9.34000015258789,00400232,Both,Non-Continuous,18.6,Dual Loop,Pauls Rd,08 - Manawatu-Wanganui,28,2296,2593,2495,2720,2774,Regional Non-Continuous
1775863.534,5580273.9934,1173,4,223,10.6999998092651,00400234,Both,Non-Continuous,3.9,Dual Loop,Aramoho Bridge,08 - Manawatu-Wanganui,28,4773,5366,5250,5225,4552,Regional Non-Continuous
1775955.2387,5578292.7433,1174,4,223,12.8599996566772,00400236,Both,Non-Continuous,3.7,Dual Loop,Kowhai Park,08 - Manawatu-Wanganui,28,6547,8013,7452,7261,6936,Regional Non-Continuous
1775790.5785,5577232.5348,1175,4,223,14,00400237,Both,Virtual,11.5,Virtual,Virtual - Putiki Drive,08 - Manawatu-Wanganui,,4940,5465,5649,5703,5800,Virtual
1775357.9068,5576081.2226,1176,4,223,15.2600002288818,00400239,Both,Non-Continuous,11.6,Dual Loop,Wikitoria Rd ,08 - Manawatu-Wanganui,28,3513,3836,4003,4131,4318,Regional Non-Continuous
1775357.9068,5576081.2226,1177,4,223,15.2600002288818,00460238,Ramp,Non-Continuous,11.2,Dual Loop,Putiki Drive Slip Lane,08 - Manawatu-Wanganui,28,1427,1629,1646,1572,1482,Regional Non-Continuous
1804295.9002,5692495.5764,1178,41,0,2.14000010490417,04100002,Both,Non-Continuous,21.2,Dual Loop,Burnands Rd,08 - Manawatu-Wanganui,28,1072,1048,1016,1300,940,Regional Non-Continuous
1812178.3061,5691660.2313,1179,41,0,10.3400001525879,04100010,Both,Non-Continuous,10.4,Dual Loop,Williamson Rd,08 - Manawatu-Wanganui,28,642,629,722,787,642,Regional Non-Continuous
1768855.8354,5691319.118,1180,43,97,13.0200004577637,04300110,Both,Non-Continuous,9.1,Dual Loop,Sth of River Rd,08 - Manawatu-Wanganui,28,113,144,154,155,110,Regional Non-Continuous
1773974.7962,5688794.1865,1181,43,111,7.09000015258789,04300118,Both,Non-Continuous,8.3,Dual Loop,Tokorima ,08 - Manawatu-Wanganui,28,160,188,202,154,133,Regional Non-Continuous
1787682.7591,5687365.7114,1182,43,130,5.65000009536743,04300136,Both,Non-Continuous,18.6,Dual Loop,TeMaire,08 - Manawatu-Wanganui,28,223,308,399,281,215,Regional Non-Continuous
1794811.0481,5691425.9143,1183,43,130,17.2700004577637,04300147,Both,Non-Continuous,21.1,Dual Loop,Mania Rd,08 - Manawatu-Wanganui,28,429,444,546,507,394,Regional Non-Continuous
1807882.3768,5660738.0841,1184,47,0,0.370000004768372,04700000,Both,Non-Continuous,5.2,Dual Loop,National Park,08 - Manawatu-Wanganui,28,1386,1587,1643,1633,1462,Regional Non-Continuous
1815707.582,5662866.4733,1185,47,9,0.490000009536743,04700009,Both,Non-Continuous,5.5,Dual Loop,Nth of SH48,08 - Manawatu-Wanganui,28,1305,1401,1446,1419,1201,Regional Non-Continuous
1818964.9146,5658546.1341,1186,48,0,5.5,04800006,Both,Continuous,3.8,Dual Loop,Whakapapa-Nui Stream,08 - Manawatu-Wanganui,365,1010,1535,1235,1456,1158,Regional Continuous
1806125.6728,5634891.6149,1187,49,0,8.06999969482422,04900008,Both,Non-Continuous,14.1,Dual Loop,West of Ohakune,08 - Manawatu-Wanganui,28,1982,1942,1952,1846,1790,Regional Non-Continuous
1806925.5175,5633872.7654,1188,49,11,0.379999995231628,04900011,Both,Non-Continuous,25.8,Dual Loop,Ohakune East,08 - Manawatu-Wanganui,28,2377,2741,2699,2605,2405,Regional Non-Continuous
1829396.5357,5626993.79,1189,49,29,8.82999992370605,04900038,Both,Non-Continuous,17.4,Dual Loop,Waiouru ,08 - Manawatu-Wanganui,28,1692,1876,1927,1867,1743,Regional Non-Continuous
1826245.9149,5574999.1024,1190,54,1,1.66999995708466,05400003,Both,Non-Continuous,9,Dual Loop,Sandon Block,08 - Manawatu-Wanganui,35,863,909,912,897,874,Regional Non-Continuous
1825293.1547,5565491.4887,1191,54,1,14.5699996948242,05400016,Both,Non-Continuous,8.6,Dual Loop,Waituna West,08 - Manawatu-Wanganui,28,906,965,974,1012,945,Regional Non-Continuous
1826088.9702,5554130.7883,1192,54,17,11.3999996185303,05400028,Both,Non-Continuous,16.8,Dual Loop,Cheltenham,08 - Manawatu-Wanganui,28,1218,1332,1325,1321,1359,Regional Non-Continuous
1825781.283,5551989.0142,1193,54,17,14.039999961853,05400031,Both,Continuous,7.5,Dual Loop,Almadale Rd,08 - Manawatu-Wanganui,365,2533,2817,2995,2681,2570,Regional Continuous
1820045.7163,5545039.8122,1194,54,38,2.41000008583069,05400040,Both,Non-Continuous,3.6,Dual Loop,Kiwitea Stream Nth of Nth St,08 - Manawatu-Wanganui,28,5372,5395,5218,5375,4821,Regional Non-Continuous
1819538.616,5544737.6382,1195,54,38,3,05400041,Both,Non-Continuous,3.4,Dual Loop,Kimbolton Rd,08 - Manawatu-Wanganui,28,7092,7846,7887,8450,7790,Regional Non-Continuous
1819412.9372,5542508.9569,1196,54,38,6.17000007629395,05400044,Both,Continuous,4.9,Dual Loop,Aorangi Bridge,08 - Manawatu-Wanganui,361,15315,16101,16591,16984,15891,Regional Continuous
1817537.9732,5538681.5715,1197,54,38,11.0799999237061,05400049,Both,National,3.7,Telemetry,FIELDING - Telemetry Site 106 ,08 - Manawatu-Wanganui,344,7112,7506,7619,7706,6980,Telemetry
1817528.1137,5537663.2832,1198,54,38,12.3199996948242,05400050,Both,Non-Continuous,2.6,Dual Loop,Te Arakura,08 - Manawatu-Wanganui,28,7473,7862,7934,7936,7293,Regional Non-Continuous
1819378.0868,5534160.537,1199,54,38,17.0100002288818,05400055,Both,Non-Continuous,3.1,Dual Loop,Kairanga-Bunnythorpe Rd,08 - Manawatu-Wanganui,28,4305,4613,4528,4581,4119,Regional Non-Continuous
1819538.616,5544737.6382,1200,54,38,3,05410041,Inc,Non-Continuous,3.4,Single Loop,Kimbolton Rd - Inc,08 - Manawatu-Wanganui,,3325,3810,3722,4350,3734,Regional Non-Continuous
1819538.616,5544737.6382,1201,54,38,3,05420041,Dec,Non-Continuous,3.4,Single Loop,Kimbolton Rd - Dec,08 - Manawatu-Wanganui,,3776,4034,4165,4592,4055,Regional Non-Continuous
1807630.0753,5512769.2333,1202,56,0,0.46000000834465,05600000,Both,Non-Continuous,16.8,Dual Loop,Ngui Rd,08 - Manawatu-Wanganui,28,4984,5194,5201,5329,4994,Regional Non-Continuous
1810145.9295,5522981.6633,1203,56,11,2.30999994277954,05600013,Both,Non-Continuous,8.8,Dual Loop,West of Tiakitahuna Road,08 - Manawatu-Wanganui,28,5356,5642,5789,5739,5332,Regional Non-Continuous
1814558.7208,5525838.7709,1204,56,11,7.65000009536743,05600019,Both,Non-Continuous,4.5,Dual Loop,Longburn,08 - Manawatu-Wanganui,28,6362,6849,7012,7003,6314,Regional Non-Continuous
1818577.5712,5527702.6542,1205,56,22,1.24000000953674,05600023,Both,Non-Continuous,3.1,Dual Loop,Mangaone Bridge,08 - Manawatu-Wanganui,28,9417,9773,9999,10132,9560,Regional Non-Continuous
1792733.9503,5497068.9976,1206,57,0,1.83000004291534,05700002,Both,Non-Continuous,9.9,Dual Loop,Kimberley Rd,08 - Manawatu-Wanganui,28,4796,4948,4944,5185,4685,Regional Non-Continuous
1797505.5721,5502784.9693,1207,57,0,9.48999977111816,05700009,Both,Non-Continuous,6.9,Dual Loop,Tavistock Rd,08 - Manawatu-Wanganui,28,9035,9282,9317,9472,8914,Regional Non-Continuous
1800743.0375,5505395.5152,1208,57,0,13.8800001144409,05700014,Both,National,10.5,Telemetry,SHANNON - Telemetry Site 107 ,08 - Manawatu-Wanganui,344,8403,8680,8797,9000,8351,Telemetry
1806699.9624,5510874.7969,1209,57,21,2.54999995231628,05700024,Both,Non-Continuous,7.9,Dual Loop,Nth of Shannon,08 - Manawatu-Wanganui,28,8153,8417,8458,8511,8066,Regional Non-Continuous
1812560.9749,5516019.2301,1210,57,26,6.94999980926514,05700033,Both,Non-Continuous,6.5,Dual Loop,Tokomaru ,08 - Manawatu-Wanganui,28,3459,3604,3705,3746,3371,Regional Non-Continuous
1817683.854,5521409.9043,1211,57,36,5.67000007629395,05700042,Both,Non-Continuous,5.1,Dual Loop,Tane Rd,08 - Manawatu-Wanganui,28,4567,4713,4978,5024,4637,Regional Non-Continuous
1820761.5297,5523190.6156,1212,57,36,9.39999961853027,05700046,Both,Non-Continuous,4.1,Dual Loop,Nth of Linton,08 - Manawatu-Wanganui,28,8087,8551,8719,8939,8124,Regional Non-Continuous
1822691.9446,5524753.2063,1213,57,36,12,05700048,Both,Non-Continuous,16,Dual Loop,Tiritea,08 - Manawatu-Wanganui,28,2723,2695,2641,2740,2717,Regional Non-Continuous
1823890.1981,5525804.6064,1214,57,50,0.189999997615814,05700050,Both,Continuous,4.6,Dual Loop,Aokautere Drive,08 - Manawatu-Wanganui,365,9946,11569,11892,11666,11186,Regional Continuous
1829580.5437,5530106.4149,1215,57,50,7.96000003814697,05700058,Both,Non-Continuous,8.3,Dual Loop,Orrs Rd,08 - Manawatu-Wanganui,28,2357,2440,1794,1859,1743,Regional Non-Continuous
1776014.1304,5477040.1744,1216,1K,1011,0.449999988079071,01K11011,Inc,Continuous,9.5,Dual Loop,Peka Peka Int Mainline Southbound,09 - Wellington,362,,8796,8023,7885,7438,Regional Continuous
1771257.819,5473631.1675,1217,1K,1011,6.5,01K11017,Inc,Continuous,10,Dual Loop,Te Moana Int Mainline Southbound,09 - Wellington,90,,6967,6772,7136,6880,Regional Continuous
1770670.745,5472273.1411,1218,1K,1011,8,01K11019,Inc,Virtual,7.1,-,Kapiti Expressway Virtual Sth of Waikanae South Bound,09 - Wellington,,,10437,,,10725,Virtual
1768251.555,5469309.1566,1219,1K,1011,11.9200000762939,01K11023,Inc,Continuous,10.6,Dual Loop,Kapiti Rd Int Mainline Southbound,09 - Wellington,364,,5806,6312,6554,5821,Regional Continuous
1767713.4666,5467891.1494,1220,1K,1011,13.5,01K11025,Inc,Virtual,,-,Virtual South of Paraparaumu Southbound,09 - Wellington,,,8812,,,,Virtual
1767716.3435,5465847.1096,1221,1K,1011,15.6199998855591,01K11027,Inc,Continuous,8.3,Dual Loop,Poplar Ave Int Mainline Southbound,09 - Wellington,246,,8747,9291,9002,6180,Regional Continuous
1776011.1306,5477049.175,1222,1K,1011,0.439999997615814,01K21011,Dec,Continuous,9.4,Dual Loop,Peka Peka Int Mainline Northbound,09 - Wellington,362,,8204,7566,7594,7181,Regional Continuous
1771247.819,5473637.1681,1223,1K,1011,6.5,01K21017,Dec,Continuous,10,Dual Loop,Te Moana Int Mainline Northbound,09 - Wellington,364,,6483,7008,6976,6633,Regional Continuous
1770658.7448,5472275.1416,1224,1K,1011,8,01K21019,Dec,Virtual,7.3,-,Kapiti Expressway Virtual Sth of Waikanae North Bound,09 - Wellington,,,10145,,,10295,Virtual
1768242.5548,5469309.157,1225,1K,1011,11.9200000762939,01K21023,Dec,Continuous,10.5,Dual Loop,Kapiti Rd Int Mainline Northbound,09 - Wellington,364,,5904,6203,6071,5768,Regional Continuous
1767703.4664,5467891.1499,1226,1K,1011,13.5,01K21025,Dec,Virtual,,Virtual,Virtual South of Paraparaumu Northbound,09 - Wellington,,,9096,,,,Virtual
1767678.3369,5465749.1098,1227,1K,1011,15.7200002670288,01K21027,Dec,Continuous,7.3,Dual Loop,Poplar Ave Int Mainline Northbound,09 - Wellington,348,,9096,9135,8921,7558,Regional Continuous
1771249.8174,5473598.1666,1228,1K,1011,6.53000020980835,01K31017,Ramp,Continuous,2,Dual Loop,Te Moana Int Southbound On Ramp,09 - Wellington,361,,3470,3721,3753,3762,Regional Continuous
1768258.5543,5469295.156,1229,1K,1011,11.9200000762939,01K31023,Ramp,Continuous,3,Dual Loop,Kapiti Rd Int Southbound On Ramp,09 - Wellington,361,,3006,3015,2908,2837,Regional Continuous
1767728.3436,5465846.1089,1230,1K,1011,15.6199998855591,01K31027,Ramp,Continuous,3,Dual Loop,Poplar Ave Int Southbound On Ramp,09 - Wellington,361,,4572,4542,4231,4098,Regional Continuous
1771208.8171,5473616.1687,1231,1K,1011,6.53999996185303,01K41017,Ramp,Continuous,2.1,Dual Loop,Te Moana Int Northbound Off Ramp,09 - Wellington,361,,3662,3835,3873,3783,Regional Continuous
1768216.5546,5469316.1583,1232,1K,1011,11.9399995803833,01K41023,Ramp,Continuous,3,Dual Loop,Kapiti Rd Int Northbound Off Ramp,09 - Wellington,361,,3192,2892,2813,2712,Regional Continuous
1767662.3372,5465757.1108,1233,1K,1011,15.7200002670288,01K41027,Ramp,Continuous,3,Dual Loop,Poplar Ave Int Northbound Off Ramp,09 - Wellington,361,,4221,4615,4408,4277,Regional Continuous
1776011.1306,5477049.175,1234,1K,1011,0.439999997615814,01K51011,Ramp,Continuous,4.9,Dual Loop,Peka Peka Int Northbound On Ramp,09 - Wellington,359,,2747,2965,2958,2831,Regional Continuous
1771778.851,5474050.1656,1235,1K,1011,5.84000015258789,01K51017,Ramp,Continuous,3.9,Dual Loop,Te Moana Int Northbound On Ramp,09 - Wellington,361,,553,588,593,586,Regional Continuous
1768633.5824,5469700.1496,1236,1K,1011,11.3699998855591,01K51023,Ramp,Continuous,3.2,Dual Loop,Kapiti Rd Int Northbound On Ramp,09 - Wellington,361,,4220,4599,4740,4527,Regional Continuous
1776014.1304,5477040.1744,1237,1K,1011,0.340000003576279,01K61011,Ramp,Continuous,4.6,Dual Loop,Peka Peka Int Southbound Off Ramp,09 - Wellington,359,,2734,2718,2708,2658,Regional Continuous
1771748.8476,5473989.1642,1238,1K,1011,5.88000011444092,01K61017,Ramp,Continuous,3.6,Dual Loop,Te Moana Int Southbound Off Ramp,09 - Wellington,361,,584,585,578,558,Regional Continuous
1768683.5827,5469694.1472,1239,1K,1011,11.3400001525879,01K61023,Ramp,Continuous,2.9,Dual Loop,Kapiti Rd Int Southbound Off Ramp,09 - Wellington,361,,4636,4890,4931,4904,Regional Continuous
1782982.8411,5487050.7872,1240,1N,995,3.39000010490417,01N00998,Both,Continuous,11.3,Single Loop,Nth of Waitohu River Bridge,09 - Wellington,282,16064,16852,16495,16733,7828,Regional Continuous
1781840.7192,5485278.6408,1241,1N,995,5.61999988555908,01N01001,Both,Continuous,12.7,Single Loop,Nth of Waerenga Rd (Otaki),09 - Wellington,249,17916,18555,19368,19316,15361,Regional Continuous
1776284.1588,5477449.1902,1242,1N,995,12.9099998474121,01N01011,Both,Continuous,7.1,Dual Loop,Marycrest,09 - Wellington,168,19688,20498,21399,21756,21164,Regional Continuous
1774061.8693,5472864.0298,1243,1N,1012,4.51999998092651,01N01017,Both,Continuous,6.2,Single Loop,Nth of Elizabeth St (Waikanae),09 - Wellington,362,23051,11870,10098,10168,9559,Regional Continuous
1770903.6709,5470625.0775,1244,1N,1012,8.72999954223633,01N01021,Both,Continuous,3.1,Dual Loop,Nth of Lindale,09 - Wellington,331,24178,10715,9560,9159,9121,Regional Continuous
1768536.4795,5467886.1096,1245,1N,1023,1.17999994754791,01N01024,Both,Continuous,11.3,Single Loop,Nth of Ihakara St (Paraparaumu),09 - Wellington,362,26050,12172,10387,9208,9507,Regional Continuous
1766288.0487,5461669.1379,1246,1N,1023,8.30000019073486,01N01031,Both,Continuous,,Single Loop,Sth of MacKays Crossing,09 - Wellington,,25847,27532,26753,,,Regional Continuous
1763135.9005,5459462.3359,1247,1N,1035,1.10000002384186,01N01036,Both,National,11.3,Telemetry,PAEKAKARIKI - Telemetry Site 47 (Piezo Axle Classification),09 - Wellington,363,24338,25424,25504,26048,23588,Telemetry
1758775.7025,5455800.665,1248,1N,1035,6.94000005722046,01N01042,Both,Continuous,9.4,Single Loop,Nth of Wairaka Rd (Pukerua Bay),09 - Wellington,362,24854,26011,26214,26382,24132,Regional Continuous
1757647.5146,5453086.8028,1249,1N,1035,10.5200004577637,01N01045,Both,Continuous,6.5,Dual Loop,Taupo Swamp,09 - Wellington,331,25854,26710,28194,26311,24176,Regional Continuous
1756981.1576,5448846.9723,1250,1N,1035,14.4219999313354,01N01049,Both,Continuous,5.3,Dual Loop,Mana Esplanade,09 - Wellington,350,32423,26270,31216,32529,27930,Regional Continuous
1756233.0191,5447102.0933,1251,1N,1050,1,01N01051,Both,Continuous,11.3,Single Loop,Sth of Papakowhai Footbridge (Divided) Both,09 - Wellington,363,41108,41073,41774,43204,39421,Regional Continuous
1753779.5119,5441108.5705,1252,1N,1050,7.73999977111816,01N01058,Both,Continuous,4.6,Dual Loop,Tawa College,09 - Wellington,355,44061,46634,46929,47638,37851,Regional Continuous
1751756.9459,5435310.0729,1253,1N,1060,4.32000017166138,01N01064,Both,Continuous,4.6,Single Loop,Nth of Helston Rd Overbridge - Both,09 - Wellington,363,46115,47807,48240,48714,32582,Regional Continuous
1748343.1631,5427570.9358,1254,1N,1068,6,01N01074,Both,Virtual,3.8,Virtual,Terrace Tunnel - Virtual,09 - Wellington,,45667,46924,47263,47496,42174,Virtual
1749388.871,5426196.894,1255,1N,1076,0.25,01N01076,Both,Continuous,5,Single Loop,Patterson St (Sth of Basin Reserve),09 - Wellington,364,39505,39765,40124,40540,33374,Regional Continuous
1749955.6962,5425344.8789,1256,1N,1076,1.48000001907349,01N01077,Both,Continuous,5,Single Loop,Ruahine St (Sth of Goa St),09 - Wellington,362,33957,35381,35579,36012,29140,Regional Continuous
1750629.5502,5424767.8274,1257,1N,1076,2.45000004768372,01N01078,Both,Continuous,1.6,Dual Loop,Cobham Drive (Sth of Evans Bay Parade) - Both,09 - Wellington,353,36458,35283,36465,36097,27720,Regional Continuous
1751423.3603,5423956.7803,1258,1N,1076,4.1399998664856,01N01080,Both,Continuous,5,Single Loop,Calabar Rd (Sth of Caledonia St),09 - Wellington,214,24467,24860,25354,25596,18919,Regional Continuous
1767228.1943,5463660.1022,1259,1N,1023,7,01N11029,Inc,Virtual,11.3,Virtual,Nth of MacKays Crossing - SB - Virtual,09 - Wellington,,12169,12712,12752,13024,11794,Virtual
